Name,Comment,Time,Likes
kombucha.,Old navy has more variety too but theyre also kinda over priced at times,2019-11-28T11:00:50Z,1
comment,Is there a difference?? It's all the same made-in-China junk,2019-10-13T02:40:18Z,0
girl interrupted,Old Navy had GREAT quality in the late 90s and early 00s! I went into one this summer and was disheartened by what I saw. No way would I shop there for more than my yearly white flip flops and Christmas pajama pants.,2019-08-13T16:27:35Z,2
Queen S.,"Izunami that’s when the quality was good. Now, not so much.",2019-03-22T01:11:23Z,1
TigerTT,"I have an Old Navy fleece jacket that I got as a present WAY back in the 2000s and it still fits me and it has been through alot,its still in great condition too and I still wear it.",2019-03-21T00:43:05Z,0
love8412,Old navy quality clothes actually better than some similar price range clothing stores,2019-03-19T02:15:33Z,0
Yana Sosnovskaya,"I like time to time buy from Old Navy. Sometimes quality is good, sometimes is just okay. The price is pretty cheap. GAP is way pricey and quality is the same as Old Navy. So, no need to buy in GAP. I have literally one t-shirt from GAP, to oppose I have a several sweatshirts, dresses from OLD NAVY.  I think for people on budget OLD NAVY is really good place to shop, and for kids as well. They grow fast, and need to change cloth more in a year.",2019-03-17T19:11:50Z,0
Grover Johnson,"Used to,Old Navy has Wally World/K Mart quality clothes that are only good for a few cycles at Mall Store prices. Bad money value for product imo,but they seem to have high brand loyalty.",2019-03-16T00:24:28Z,2
Oriana Z,I've bought a few cardigans from Old Navy they are super soft and have lasted 3 years and counting,2019-03-15T19:07:39Z,5
thanosmaster-Abel,There quality is good,2019-03-15T18:27:57Z,0
iamkarenh,"I can't keep anything from Old Navy for more than a few washes. ON clothes fade, pill, unravel, shrink..the quality is garbage.",2019-03-15T15:54:16Z,7
Kevin Huang,Old navy has more bang for buck than Gap.,2019-03-15T13:07:02Z,7
campkira,That why they need to separated the company. Don't go to both place anyhow.,2019-03-15T03:38:50Z,0
LowKey,I think the quality is pretty good.  This is true for their children clothing; kids need new wardrobe every few months.,2019-03-15T03:19:48Z,1
zzz,sokra I think they have pretty good quality for the most part!,2019-03-15T00:48:57Z,19
Joseph LaCerra,Would have liked to know why they dumped Levi.,2019-03-14T17:49:24Z,11
José Domingo Hernández Chacón,Because they started selling their own jeans (?),2019-03-14T19:45:16Z,2
The Fozzy Bear,A CEO named Mickey and then a former Disney exec.,2019-03-14T17:46:01Z,2
Cholent Entertainment,My mom is  Gap and old navy biggest customer,2019-03-14T17:43:18Z,23
iamkarenh,I am Gap's second biggest customer and Banana Republic's biggest.,2019-03-15T15:57:06Z,1
Thai T.,What's with the music?,2019-03-14T17:38:49Z,0
Alfred Hitchcock,"If it's not in Instagram, then it's not relevant.",2019-03-14T17:36:41Z,23
iamkarenh,That is the saddest statement I have ever read.,2019-03-15T15:56:01Z,7
Alfred Hitchcock,"I remember Gap in the movie ""Reality Bites"" in the 90's.",2019-03-14T17:34:46Z,33
Cesar Porro,"Yes! 
“I'm late for a jean-folding seminar. Let's locomote!”",2019-03-16T14:47:45Z,0
Oriana Z,Omg I love that movie! Ethan and Winona were perfect in it🤗🤗🤗,2019-03-15T19:09:27Z,0
D K,Uniqlo is the gap of this generation,2019-03-14T17:34:00Z,42
BLACKVELVET21,ZARA duh,2019-03-16T05:23:01Z,0
Tevin R,Kelly B A brand is a brand. Clearly no one cares who popular a brand is anymore. If their product offering is cheap and outdated people will go elsewhere.,2019-03-15T10:48:03Z,1
Tevin R,"Yes, UNIQLO is everything!",2019-03-15T10:47:03Z,0
Cake Batter,"Thot Slayer H&M quality is worse than Gap's, but they compensate with being on trend, and being cheaper, which appeals far more to the youth.",2019-03-15T09:40:23Z,2
Cake Batter,Uniqlo? No.  H&M? Yes!,2019-03-15T04:14:45Z,4
Kelly B.,"Who? 

Nah, son. It's gotta be a household name.",2019-03-14T19:12:31Z,7
Patrick Harper,Love these informative CBNC videos,2019-03-14T17:32:19Z,76
Ashish Singh,"Of course Cramer knows best, the same guy advising everyone to not buy Tesla (in its premature days)",2019-03-14T17:27:37Z,22
DylanRex,Don’t buy Tesla he’s right.  Tesla hasn’t had a quarter of growth since its founding.,2019-03-15T03:26:02Z,0
Pungent Brap,"The only reason Tesla still exists is because of the billions in subsidies they have received. Before the Elon Musk cultists say ""BUT THE OIL INDUSTRY IS SUBSIDIZED"" like they say every time, I don't think any industry should be subsidized",2019-03-14T20:09:45Z,0
lotto,@Jesus H Medrano He's talking about how Cramer said not to invest in Tesla when the stock was like $20. Now its stock is worth almost $300.,2019-03-14T19:32:56Z,3
Jesus H Medrano,Arent they loosing hella money? And getting rid of ppl,2019-03-14T19:30:20Z,0
lotto,"If he says don't buy, I buy. Lol.",2019-03-14T19:17:03Z,0
Andrew Julianto,cheap chinese knockoff is the new hype,2019-03-14T17:23:42Z,2
greentealatte,Why go to GAP when you have Uniqlo?,2019-03-14T17:22:27Z,99
Alex,Derek Bao Hanes quality sucks tho. I’d rather wear the clean cut Ralph Lauren t shirts,2019-03-16T00:56:34Z,0
Leo PRG,"@Alejandra Moreno I shop at Zara a lot and I love their products, they offer amazing value, most products I buy there are EU made (Portugal, Bulgaria..) or Turkey.",2019-03-15T20:50:13Z,0
thanosmaster-Abel,Generation Z does not know about Uniqlo,2019-03-15T18:31:35Z,0
thanosmaster-Abel,What the hell ia Uniqlo,2019-03-15T18:31:14Z,0
Cake Batter,"With stores like Primark entering the US market, Old Navy will go the way of Gap.  In the Boston area, Primark is crushing Old Navy.",2019-03-15T04:12:39Z,3
campkira,"Many choice but for some people don't have just Gap or old navy nearby. Don't go to both anyhow,",2019-03-15T03:40:17Z,0
Prisoner60863,@Derek Bao  They convince themselves paying more means better. Let them pay more for a dream. You save your money and stack it.,2019-03-14T23:47:18Z,5
Derek Bao,why go to any cloth store when you can get a t-shirt at walmart or five bellow for 5 dollars and look as good as anyone and their stupid brand name shirt which doesn't even matter most of the ones I mean are hanes and have the same quality without the logo,2019-03-14T22:11:27Z,8
Alejandra Moreno,they all manufacture in Bangladesh though. Inditex was even involved in a slavery scandal in Argentina,2019-03-14T20:30:18Z,13
Leo PRG,People in US don't care that Gap is local meanwhile Uniqlo is not? I love how high street in Spain is occupied mostly by Spanish brands (predominantly Inditex group and Mango)..,2019-03-14T20:25:16Z,7
Sisa Limpson,"It's all the same cheap fabric for various high prices. I remember when old navy jeans were durable. Now they want $50 for ill fitting spandex ""jeans"" or thin cardboard ""jeans""",2019-03-14T17:21:44Z,325
SARA F. A,PlanetVaster American brands are way more expensive overseas.,2019-10-28T13:25:59Z,0
moonlightstripes,@nordette depends on the store you go to. Aritzia is pretty expensive but it is pretty good quality in comparison to H&M. Most of the time you pay for what you get a price can go as long as the cost to make and the face of the brand.,2019-03-17T14:34:04Z,0
Markey Boi,@GraceDcastle Replaced by the USMCA which does the same thing essentially,2019-03-15T14:42:48Z,1
GraceDcastle,@Markey Boi but nafta is over,2019-03-15T13:39:54Z,2
Lala Gamer Girl,nordette. I’m from the US. Our medications and doctors are very expensive. Canada has better healthcare.,2019-03-15T11:41:11Z,2
nordette,"@Markey Boi clothes in Canada are pretty expensive, much more expensive than in the states and that's taking the exchange rate into consideration. Everything is more expensive in Canada for no reason other than they know we'll pay. Sometimes I hate it here",2019-03-15T04:08:31Z,5
Markey Boi,"@zzz Not that I don't believe you, but I'm generally curious as to how much of a difference there is between prices. Could you give an example of a price for a clothing item in Mexico? (And Europe is more expense, but they also have 20 - 30% VAT and tariffs on stuff, whereas US and Mexico shouldn't have tariffs because of NAFTA.)",2019-03-15T02:45:13Z,0
zzz,PlanetVaster Well I’m from Mexico and I’ve traveled to Europe and I can tell you clothing is more expensive in both Mexico and the countries I visited in Europe.,2019-03-15T01:33:35Z,12
Markey Boi,"@zzz Depends. With sales yes, but when not on sale and a pair of jeans costs $50 that's not affordable, especially not for most people. ""how much we make"" maybe what you make, but a lot of the US can't afford that. And that still didn't answer my question: What countries are clothes more expensive then the US. Back what you say up with evidence, not opinion.",2019-03-15T01:17:12Z,5
zzz,"PlanetVaster in comparison to how expensive clothing is in other countries and how much we make, clothes in the US is quite affordable, not to mention there’s plenty of sales and discounts",2019-03-15T00:50:54Z,12
Markey Boi,@Ver Coda Uh what. Clothes aren't really any cheaper in the USA than the rest of the world. What country are you from that is more expensive?,2019-03-14T21:51:34Z,16
Ver Coda,"Sisa Limpson You Americans pay less for everything than the rest of us, but complain even more.",2019-03-14T21:31:22Z,14
JasonTheWorldisYours,"As a San Francisco resident I hope this company does well

@Coloredspaces",2019-03-14T17:17:10Z,5
Zero,They should go back to the original logo.,2019-03-14T17:15:31Z,2
Alfred Hitchcock,Yeah that was my thought too. It looks so millenial.,2019-03-14T17:35:48Z,1
Char Aznable,These videos are getting boring.,2019-03-14T17:12:41Z,1
Smiley,Then stop watching them.,2019-03-14T19:13:30Z,0
ユウキニール,Steve Jobs?? ..oh it's Mickey Drexler,2019-03-14T17:11:27Z,2
Ikigai Store,Can anyone explain why the stock surge when the best brand (Old Navy) is going to be separated from them?,2019-03-14T17:07:13Z,4
12InchesUnBuffed,"it's called buy the rumour and sell the news. Once they are officially separated, then there will be sell offs. Book mark this. You heard it here ifrst.",2019-03-15T03:41:08Z,0
akatheking82,"Because Old Navy is worth more alone than combined with gap,  the only way to get a part of Old Navy now is to buy stock in the Gap.",2019-03-14T19:36:38Z,0
Commando Master,Gap is a bag.,2019-03-14T18:06:32Z,1
S K,"“Be better than the Gap. 
Say it, Cal, be better than the Gap.”",2019-03-14T17:05:06Z,47
Juan Jose,I still buy all my clothes at Walmart.,2019-03-14T17:04:08Z,18
Mandy Killriff,oh hell no. you are better off thrifting,2019-04-04T02:17:43Z,0
